start,stop,diff
18:08:49.961250,18:08:49.967241,5991
18:08:49.961250,18:08:49.967241,5991
18:08:49.961250,18:08:49.967430,6180
18:08:49.961250,18:08:49.967430,6180
18:08:49.961250,18:08:49.967665,6415
18:08:49.961250,18:08:49.967665,6415
18:08:49.961250,18:08:49.967850,6600
18:08:49.961250,18:08:49.967850,6600
18:08:49.961250,18:08:49.968040,6790
18:08:49.961250,18:08:49.968259,7009
18:08:49.961250,18:08:49.968259,7009
18:08:49.961250,18:08:49.968470,7220
18:08:49.961250,18:08:49.968470,7220
18:08:49.961250,18:08:49.968664,7414
18:08:49.961250,18:08:49.968684,7434
18:08:49.961250,18:08:49.968856,7606
18:08:49.961250,18:08:49.968856,7606
18:08:49.961250,18:08:49.969042,7792
18:08:49.961250,18:08:49.969042,7792
18:08:49.961250,18:08:49.969227,7977
18:08:49.961250,18:08:49.969227,7977
18:08:49.961250,18:08:49.969418,8168
18:08:49.961250,18:08:49.969418,8168
18:08:49.961250,18:08:49.969638,8388
18:08:49.961250,18:08:49.969638,8388
18:08:49.961250,18:08:49.969843,8593
18:08:49.961250,18:08:49.969843,8593
18:08:49.961250,18:08:49.970046,8796
18:08:49.961250,18:08:49.970241,8991
18:08:49.961250,18:08:49.970442,9192
18:08:49.961250,18:08:49.970685,9435
18:08:49.961250,18:08:49.970944,9694
18:08:49.961250,18:08:49.971155,9905
18:08:49.961250,18:08:49.971385,10135
18:08:49.961250,18:08:49.971607,10357
18:08:49.994395,18:08:49.996445,2050
18:08:49.994395,18:08:49.996452,2057
18:08:49.994395,18:08:49.996452,2057
18:08:49.994395,18:08:49.996459,2064
18:08:49.994395,18:08:49.996467,2072
18:08:49.994395,18:08:49.996469,2074
18:08:49.994395,18:08:49.996485,2090
18:08:49.994395,18:08:49.996598,2203
18:08:49.994395,18:08:49.996640,2245
18:08:49.994395,18:08:49.996658,2263
18:08:49.994395,18:08:49.996667,2272
18:08:49.994395,18:08:49.996667,2272
18:08:49.994395,18:08:49.996669,2274
18:08:49.994395,18:08:49.996669,2274
18:08:49.994395,18:08:49.996687,2292
18:08:49.994395,18:08:49.996780,2385
18:08:49.994395,18:08:49.996865,2470
18:08:49.994395,18:08:49.996870,2475
18:08:49.994395,18:08:49.996870,2475
18:08:49.994395,18:08:49.996871,2476
18:08:49.994395,18:08:49.996879,2484
18:08:49.994395,18:08:49.996979,2584
18:08:49.994395,18:08:49.997052,2657
18:08:49.994395,18:08:49.997052,2657
18:08:49.994395,18:08:49.997067,2672
18:08:49.994395,18:08:49.997075,2680
18:08:49.994395,18:08:49.997090,2695
18:08:49.994395,18:08:49.997151,2756
18:08:49.994395,18:08:49.997161,2766
18:08:49.994395,18:08:49.997252,2857
18:08:49.994395,18:08:49.997252,2857
18:08:49.994395,18:08:49.997255,2860
18:08:49.994395,18:08:49.997260,2865
18:08:49.994395,18:08:49.997275,2880
18:08:49.994395,18:08:49.997336,2941
18:08:49.994395,18:08:49.997338,2943
18:08:49.994395,18:08:49.997428,3033
18:08:49.994395,18:08:49.997428,3033
18:08:49.994395,18:08:49.997439,3044
18:08:49.994395,18:08:49.997458,3063
18:08:49.994395,18:08:49.997460,3065
18:08:49.994395,18:08:49.997515,3120
18:08:49.994395,18:08:49.997529,3134
18:08:49.994395,18:08:49.997579,3184
18:08:49.994395,18:08:49.997615,3220
18:08:49.994395,18:08:49.997616,3221
18:08:49.994395,18:08:49.997649,3254
18:08:49.994395,18:08:49.997689,3294
18:08:49.994395,18:08:49.997709,3314
18:08:49.994395,18:08:49.997806,3411
18:08:49.994395,18:08:49.997813,3418
18:08:49.994395,18:08:49.997832,3437
18:08:49.994395,18:08:49.997884,3489
18:08:49.994395,18:08:49.998001,3606
18:08:49.994395,18:08:49.998012,3617
18:08:49.994395,18:08:49.998051,3656
18:08:49.994395,18:08:49.998189,3794
18:08:49.994395,18:08:49.998211,3816
18:08:49.994395,18:08:49.998371,3976
18:08:49.994395,18:08:49.998375,3980
18:08:49.994395,18:08:49.998549,4154
18:08:49.994395,18:08:49.998549,4154
18:08:49.994395,18:08:49.998727,4332
18:08:49.994395,18:08:49.998727,4332
18:08:49.994395,18:08:49.998925,4530
18:08:49.994395,18:08:49.998925,4530
18:08:49.994395,18:08:49.999104,4709
18:08:49.994395,18:08:49.999104,4709
18:08:49.994395,18:08:49.999281,4886
18:08:49.994395,18:08:49.999281,4886
18:08:49.994395,18:08:49.999459,5064
18:08:49.994395,18:08:49.999459,5064
18:08:49.994395,18:08:49.999635,5240
18:08:49.994395,18:08:49.999635,5240
18:08:49.994395,18:08:49.999818,5423
18:08:49.994395,18:08:50.000001,5606
18:08:49.994395,18:08:50.000001,5606
18:08:49.994395,18:08:50.000200,5805
18:08:49.994395,18:08:50.000200,5805
18:08:49.994395,18:08:50.000380,5985
18:08:49.994395,18:08:50.000380,5985
18:08:49.994395,18:08:50.000558,6163
18:08:49.994395,18:08:50.000558,6163
18:08:49.994395,18:08:50.000738,6343
18:08:49.994395,18:08:50.000738,6343
18:08:49.994395,18:08:50.000913,6518
18:08:49.994395,18:08:50.000913,6518
18:08:49.994395,18:08:50.001091,6696
18:08:49.994395,18:08:50.001091,6696
18:08:49.994395,18:08:50.001272,6877
18:08:49.994395,18:08:50.001455,7060
18:08:49.994395,18:08:50.001642,7247
18:08:49.994395,18:08:50.001831,7436
18:08:49.994395,18:08:50.002024,7629
18:08:49.994395,18:08:50.002215,7820
18:08:49.994395,18:08:50.002407,8012
18:08:49.994395,18:08:50.002597,8202
18:08:49.994395,18:08:50.002783,8388
18:08:49.994395,18:08:50.002971,8576
18:08:49.994395,18:08:50.003166,8771
18:08:50.019249,18:08:50.023280,4031
18:08:50.019249,18:08:50.023280,4031
18:08:50.019249,18:08:50.023280,4031
18:08:50.019249,18:08:50.023280,4031
18:08:50.019249,18:08:50.023281,4032
18:08:50.019249,18:08:50.023281,4032
18:08:50.019249,18:08:50.023296,4047
18:08:50.019249,18:08:50.023419,4170
18:08:50.019249,18:08:50.023480,4231
18:08:50.019249,18:08:50.023480,4231
18:08:50.019249,18:08:50.023493,4244
18:08:50.019249,18:08:50.023493,4244
18:08:50.019249,18:08:50.023502,4253
18:08:50.019249,18:08:50.023504,4255
18:08:50.019249,18:08:50.023504,4255
18:08:50.019249,18:08:50.023641,4392
18:08:50.019249,18:08:50.023696,4447
18:08:50.019249,18:08:50.023696,4447
18:08:50.019249,18:08:50.023697,4448
18:08:50.019249,18:08:50.023697,4448
18:08:50.019249,18:08:50.023707,4458
18:08:50.019249,18:08:50.023707,4458
18:08:50.019249,18:08:50.023709,4460
18:08:50.019249,18:08:50.023820,4571
18:08:50.019249,18:08:50.023882,4633
18:08:50.019249,18:08:50.023882,4633
18:08:50.019249,18:08:50.023895,4646
18:08:50.019249,18:08:50.023895,4646
18:08:50.019249,18:08:50.023907,4658
18:08:50.019249,18:08:50.023907,4658
18:08:50.019249,18:08:50.023925,4676
18:08:50.019249,18:08:50.024010,4761
18:08:50.019249,18:08:50.024077,4828
18:08:50.019249,18:08:50.024077,4828
18:08:50.019249,18:08:50.024090,4841
18:08:50.019249,18:08:50.024091,4842
18:08:50.019249,18:08:50.024113,4864
18:08:50.019249,18:08:50.024124,4875
18:08:50.019249,18:08:50.024133,4884
18:08:50.019249,18:08:50.024210,4961
18:08:50.019249,18:08:50.024291,5042
18:08:50.019249,18:08:50.024291,5042
18:08:50.019249,18:08:50.024300,5051
18:08:50.019249,18:08:50.024300,5051
18:08:50.019249,18:08:50.024311,5062
18:08:50.019249,18:08:50.024312,5063
18:08:50.019249,18:08:50.024312,5063
18:08:50.019249,18:08:50.024409,5160
18:08:50.019249,18:08:50.024482,5233
18:08:50.019249,18:08:50.024482,5233
18:08:50.019249,18:08:50.024485,5236
18:08:50.019249,18:08:50.024502,5253
18:08:50.019249,18:08:50.024617,5368
18:08:50.019249,18:08:50.024676,5427
18:08:50.019249,18:08:50.024676,5427
18:08:50.019249,18:08:50.024699,5450
18:08:50.019249,18:08:50.024807,5558
18:08:50.019249,18:08:50.024863,5614
18:08:50.019249,18:08:50.024863,5614
18:08:50.019249,18:08:50.025050,5801
18:08:50.019249,18:08:50.025050,5801
18:08:50.019249,18:08:50.025231,5982
18:08:50.019249,18:08:50.025231,5982
18:08:50.019249,18:08:50.025410,6161
18:08:50.019249,18:08:50.025411,6162
18:08:50.019249,18:08:50.025610,6361
18:08:50.019249,18:08:50.025610,6361
18:08:50.019249,18:08:50.025811,6562
18:08:50.019249,18:08:50.025811,6562
18:08:50.019249,18:08:50.025997,6748
18:08:50.019249,18:08:50.025997,6748
18:08:50.019249,18:08:50.026187,6938
18:08:50.019249,18:08:50.026187,6938
18:08:50.019249,18:08:50.026366,7117
18:08:50.019249,18:08:50.026366,7117
18:08:50.019249,18:08:50.026544,7295
18:08:50.019249,18:08:50.026544,7295
18:08:50.019249,18:08:50.026731,7482
18:08:50.019249,18:08:50.026731,7482
18:08:50.019249,18:08:50.026920,7671
18:08:50.019249,18:08:50.026920,7671
18:08:50.019249,18:08:50.027102,7853
18:08:50.019249,18:08:50.027102,7853
18:08:50.019249,18:08:50.027279,8030
18:08:50.019249,18:08:50.027279,8030
18:08:50.019249,18:08:50.027466,8217
18:08:50.019249,18:08:50.027466,8217
18:08:50.019249,18:08:50.027649,8400
18:08:50.019249,18:08:50.027649,8400
18:08:50.019249,18:08:50.027834,8585
18:08:50.019249,18:08:50.027834,8585
18:08:50.019249,18:08:50.028021,8772
18:08:50.019249,18:08:50.028277,9028
18:08:50.019249,18:08:50.028485,9236
18:08:50.019249,18:08:50.028688,9439
18:08:50.019249,18:08:50.028889,9640
18:08:50.019249,18:08:50.029095,9846
18:08:50.019249,18:08:50.029298,10049
18:08:50.019249,18:08:50.029508,10259
18:08:50.019249,18:08:50.029720,10471
18:08:50.046628,18:08:50.049055,2427
18:08:50.046628,18:08:50.049055,2427
18:08:50.046628,18:08:50.049137,2509
18:08:50.046628,18:08:50.049153,2525
18:08:50.046628,18:08:50.049196,2568
18:08:50.046628,18:08:50.049246,2618
18:08:50.046628,18:08:50.049289,2661
18:08:50.046628,18:08:50.049289,2661
18:08:50.046628,18:08:50.049364,2736
18:08:50.046628,18:08:50.049384,2756
18:08:50.046628,18:08:50.049416,2788
18:08:50.046628,18:08:50.049440,2812
18:08:50.046628,18:08:50.049574,2946
18:08:50.046628,18:08:50.049602,2974
18:08:50.046628,18:08:50.049607,2979
18:08:50.046628,18:08:50.049618,2990
18:08:50.046628,18:08:50.049618,2990
18:08:50.046628,18:08:50.049635,3007
18:08:50.046628,18:08:50.049776,3148
18:08:50.046628,18:08:50.049803,3175
18:08:50.046628,18:08:50.049803,3175
18:08:50.046628,18:08:50.049811,3183
18:08:50.046628,18:08:50.049814,3186
18:08:50.046628,18:08:50.049845,3217
18:08:50.046628,18:08:50.049859,3231
18:08:50.046628,18:08:50.049971,3343
18:08:50.046628,18:08:50.049991,3363
18:08:50.046628,18:08:50.049991,3363
18:08:50.046628,18:08:50.050009,3381
18:08:50.046628,18:08:50.050008,3380
18:08:50.046628,18:08:50.050048,3420
18:08:50.046628,18:08:50.050102,3474
18:08:50.046628,18:08:50.050175,3547
18:08:50.046628,18:08:50.050175,3547
18:08:50.046628,18:08:50.050183,3555
18:08:50.046628,18:08:50.050205,3577
18:08:50.046628,18:08:50.050205,3577
18:08:50.046628,18:08:50.050253,3625
18:08:50.046628,18:08:50.050366,3738
18:08:50.046628,18:08:50.050386,3758
18:08:50.046628,18:08:50.050396,3768
18:08:50.046628,18:08:50.050396,3768
18:08:50.046628,18:08:50.050442,3814
18:08:50.046628,18:08:50.050567,3939
18:08:50.046628,18:08:50.050594,3966
18:08:50.046628,18:08:50.050594,3966
18:08:50.046628,18:08:50.050610,3982
18:08:50.046628,18:08:50.050613,3985
18:08:50.046628,18:08:50.050613,3985
18:08:50.046628,18:08:50.050784,4156
18:08:50.046628,18:08:50.050784,4156
18:08:50.046628,18:08:50.050806,4178
18:08:50.046628,18:08:50.050972,4344
18:08:50.046628,18:08:50.050972,4344
18:08:50.046628,18:08:50.051004,4376
18:08:50.046628,18:08:50.051153,4525
18:08:50.046628,18:08:50.051153,4525
18:08:50.046628,18:08:50.051343,4715
18:08:50.046628,18:08:50.051360,4732
18:08:50.046628,18:08:50.051538,4910
18:08:50.046628,18:08:50.051538,4910
18:08:50.046628,18:08:50.051729,5101
18:08:50.046628,18:08:50.051729,5101
18:08:50.046628,18:08:50.051914,5286
18:08:50.046628,18:08:50.051914,5286
18:08:50.046628,18:08:50.052120,5492
18:08:50.046628,18:08:50.052120,5492
18:08:50.046628,18:08:50.052308,5680
18:08:50.046628,18:08:50.052308,5680
18:08:50.046628,18:08:50.052494,5866
18:08:50.046628,18:08:50.052494,5866
18:08:50.046628,18:08:50.052679,6051
18:08:50.046628,18:08:50.052679,6051
18:08:50.046628,18:08:50.052787,6159
18:08:50.046628,18:08:50.052863,6235
18:08:50.046628,18:08:50.052863,6235
18:08:50.046628,18:08:50.053027,6399
18:08:50.046628,18:08:50.053050,6422
18:08:50.046628,18:08:50.053050,6422
18:08:50.046628,18:08:50.053237,6609
18:08:50.046628,18:08:50.053237,6609
18:08:50.046628,18:08:50.053247,6619
18:08:50.046628,18:08:50.053420,6792
18:08:50.046628,18:08:50.053420,6792
18:08:50.046628,18:08:50.053454,6826
18:08:50.046628,18:08:50.053604,6976
18:08:50.046628,18:08:50.053604,6976
18:08:50.046628,18:08:50.053658,7030
18:08:50.046628,18:08:50.053795,7167
18:08:50.046628,18:08:50.053862,7234
18:08:50.046628,18:08:50.053964,7336
18:08:50.046628,18:08:50.053981,7353
18:08:50.046628,18:08:50.054155,7527
18:08:50.046628,18:08:50.054341,7713
18:08:50.046628,18:08:50.054527,7899
18:08:50.046628,18:08:50.054717,8089
18:08:50.046628,18:08:50.054924,8296
18:08:50.046628,18:08:50.055126,8498
18:08:50.046628,18:08:50.055327,8699
18:08:50.046628,18:08:50.055540,8912

