start,stop,diff
18:08:49.796984,18:08:49.808071,11087
18:08:49.796984,18:08:49.808313,11329
18:08:49.796984,18:08:49.808664,11680
18:08:49.796984,18:08:49.808900,11916
18:08:49.796984,18:08:49.809135,12151
18:08:49.796984,18:08:49.809355,12371
18:08:49.796984,18:08:49.809562,12578
18:08:49.796984,18:08:49.809776,12792
18:08:49.796984,18:08:49.809979,12995
18:08:49.796984,18:08:49.810183,13199
18:08:49.796984,18:08:49.810389,13405
18:08:49.796984,18:08:49.810598,13614
18:08:49.796984,18:08:49.810814,13830
18:08:49.796984,18:08:49.811022,14038
18:08:49.796984,18:08:49.811232,14248
18:08:49.796984,18:08:49.811439,14455
18:08:49.796984,18:08:49.811642,14658
18:08:49.796984,18:08:49.811864,14880
18:08:49.796984,18:08:49.812121,15137
18:08:49.796984,18:08:49.812340,15356
18:08:49.796984,18:08:49.812556,15572
18:08:49.796984,18:08:49.812763,15779
18:08:49.817524,18:08:49.828027,10503
18:08:49.817524,18:08:49.828028,10504
18:08:49.817524,18:08:49.828028,10504
18:08:49.817524,18:08:49.828028,10504
18:08:49.817524,18:08:49.828027,10503
18:08:49.817524,18:08:49.828028,10504
18:08:49.817524,18:08:49.828036,10512
18:08:49.817524,18:08:49.828260,10736
18:08:49.817524,18:08:49.828265,10741
18:08:49.817524,18:08:49.828276,10752
18:08:49.817524,18:08:49.828276,10752
18:08:49.817524,18:08:49.828277,10753
18:08:49.817524,18:08:49.828321,10797
18:08:49.817524,18:08:49.828413,10889
18:08:49.817524,18:08:49.828462,10938
18:08:49.817524,18:08:49.828462,10938
18:08:49.817524,18:08:49.828472,10948
18:08:49.817524,18:08:49.828472,10948
18:08:49.817524,18:08:49.828482,10958
18:08:49.817524,18:08:49.828560,11036
18:08:49.817524,18:08:49.828599,11075
18:08:49.817524,18:08:49.828646,11122
18:08:49.817524,18:08:49.828652,11128
18:08:49.817524,18:08:49.828658,11134
18:08:49.817524,18:08:49.828675,11151
18:08:49.817524,18:08:49.828681,11157
18:08:49.817524,18:08:49.828781,11257
18:08:49.817524,18:08:49.828801,11277
18:08:49.817524,18:08:49.828812,11288
18:08:49.817524,18:08:49.828829,11305
18:08:49.817524,18:08:49.828840,11316
18:08:49.817524,18:08:49.828896,11372
18:08:49.817524,18:08:49.828979,11455
18:08:49.817524,18:08:49.828979,11455
18:08:49.817524,18:08:49.828989,11465
18:08:49.817524,18:08:49.829020,11496
18:08:49.817524,18:08:49.829078,11554
18:08:49.817524,18:08:49.829084,11560
18:08:49.817524,18:08:49.829148,11624
18:08:49.817524,18:08:49.829148,11624
18:08:49.817524,18:08:49.829195,11671
18:08:49.817524,18:08:49.829224,11700
18:08:49.817524,18:08:49.829301,11777
18:08:49.817524,18:08:49.829327,11803
18:08:49.817524,18:08:49.829394,11870
18:08:49.817524,18:08:49.829414,11890
18:08:49.817524,18:08:49.829512,11988
18:08:49.817524,18:08:49.829584,12060
18:08:49.817524,18:08:49.829702,12178
18:08:49.817524,18:08:49.829804,12280
18:08:49.817524,18:08:49.830033,12509
18:08:49.817524,18:08:49.830251,12727
18:08:49.817524,18:08:49.830463,12939
18:08:49.817524,18:08:49.830677,13153
18:08:49.817524,18:08:49.830899,13375
18:08:49.817524,18:08:49.831113,13589
18:08:49.817524,18:08:49.831325,13801
18:08:49.817524,18:08:49.831550,14026
18:08:49.817524,18:08:49.831778,14254
18:08:49.817524,18:08:49.832006,14482
18:08:49.817524,18:08:49.832249,14725
18:08:49.817524,18:08:49.832459,14935
18:08:49.817524,18:08:49.832672,15148
18:08:49.817524,18:08:49.832882,15358
18:08:49.817524,18:08:49.833094,15570
18:08:49.817524,18:08:49.833305,15781
18:08:49.817524,18:08:49.833515,15991
18:08:49.817524,18:08:49.833747,16223
18:08:49.817524,18:08:49.833984,16460
18:08:49.817524,18:08:49.834223,16699
18:08:49.817524,18:08:49.834460,16936
18:08:49.817524,18:08:49.834674,17150
18:08:49.817524,18:08:49.834891,17367
18:08:49.817524,18:08:49.835105,17581
18:08:49.817524,18:08:49.835320,17796
18:08:49.817524,18:08:49.835561,18037
18:08:49.817524,18:08:49.835800,18276
18:08:49.817524,18:08:49.836036,18512
18:08:49.817524,18:08:49.836276,18752
18:08:49.817524,18:08:49.836486,18962
18:08:49.817524,18:08:49.836701,19177
18:08:49.817524,18:08:49.836915,19391
18:08:49.817524,18:08:49.837127,19603
18:08:49.817524,18:08:49.837336,19812
18:08:49.817524,18:08:49.837545,20021
18:08:49.817524,18:08:49.837754,20230
18:08:49.817524,18:08:49.837965,20441
18:08:49.817524,18:08:49.838176,20652
18:08:49.817524,18:08:49.838397,20873
18:08:49.817524,18:08:49.838611,21087
18:08:49.817524,18:08:49.838827,21303
18:08:49.817524,18:08:49.839038,21514
18:08:49.817524,18:08:49.839246,21722
18:08:49.817524,18:08:49.839458,21934
18:08:49.817524,18:08:49.839674,22150
18:08:49.817524,18:08:49.839878,22354
18:08:49.817524,18:08:49.840876,23352
18:08:49.817524,18:08:49.841174,23650
18:08:49.817524,18:08:49.841426,23902
18:08:49.817524,18:08:49.841677,24153
18:08:49.857809,18:08:49.860684,2875
18:08:49.857809,18:08:49.860684,2875
18:08:49.857809,18:08:49.860684,2875
18:08:49.857809,18:08:49.860742,2933
18:08:49.857809,18:08:49.860761,2952
18:08:49.857809,18:08:49.860805,2996
18:08:49.857809,18:08:49.860873,3064
18:08:49.857809,18:08:49.860881,3072
18:08:49.857809,18:08:49.860899,3090
18:08:49.857809,18:08:49.860903,3094
18:08:49.857809,18:08:49.860904,3095
18:08:49.857809,18:08:49.860969,3160
18:08:49.857809,18:08:49.860973,3164
18:08:49.857809,18:08:49.861054,3245
18:08:49.857809,18:08:49.861068,3259
18:08:49.857809,18:08:49.861070,3261
18:08:49.857809,18:08:49.861103,3294
18:08:49.857809,18:08:49.861107,3298
18:08:49.857809,18:08:49.861111,3302
18:08:49.857809,18:08:49.861148,3339
18:08:49.857809,18:08:49.861224,3415
18:08:49.857809,18:08:49.861228,3419
18:08:49.857809,18:08:49.861240,3431
18:08:49.857809,18:08:49.861256,3447
18:08:49.857809,18:08:49.861272,3463
18:08:49.857809,18:08:49.861256,3447
18:08:49.857809,18:08:49.861299,3490
18:08:49.857809,18:08:49.861361,3552
18:08:49.857809,18:08:49.861382,3573
18:08:49.857809,18:08:49.861434,3625
18:08:49.857809,18:08:49.861432,3623
18:08:49.857809,18:08:49.861440,3631
18:08:49.857809,18:08:49.861471,3662
18:08:49.857809,18:08:49.861498,3689
18:08:49.857809,18:08:49.861537,3728
18:08:49.857809,18:08:49.861573,3764
18:08:49.857809,18:08:49.861600,3791
18:08:49.857809,18:08:49.861637,3828
18:08:49.857809,18:08:49.861655,3846
18:08:49.857809,18:08:49.861687,3878
18:08:49.857809,18:08:49.861762,3953
18:08:49.857809,18:08:49.861778,3969
18:08:49.857809,18:08:49.861809,4000
18:08:49.857809,18:08:49.861814,4005
18:08:49.857809,18:08:49.861859,4050
18:08:49.857809,18:08:49.861927,4118
18:08:49.857809,18:08:49.861960,4151
18:08:49.857809,18:08:49.861960,4151
18:08:49.857809,18:08:49.862094,4285
18:08:49.857809,18:08:49.862121,4312
18:08:49.857809,18:08:49.862273,4464
18:08:49.857809,18:08:49.862440,4631
18:08:49.857809,18:08:49.862625,4816
18:08:49.857809,18:08:49.862781,4972
18:08:49.857809,18:08:49.862935,5126
18:08:49.857809,18:08:49.863107,5298
18:08:49.857809,18:08:49.863261,5452
18:08:49.857809,18:08:49.863419,5610
18:08:49.857809,18:08:49.863585,5776
18:08:49.857809,18:08:49.863746,5937
18:08:49.857809,18:08:49.864126,6317
18:08:49.857809,18:08:49.864315,6506
18:08:49.857809,18:08:49.864478,6669
18:08:49.857809,18:08:49.864650,6841
18:08:49.857809,18:08:49.864747,6938
18:08:49.857809,18:08:49.864802,6993
18:08:49.857809,18:08:49.864919,7110
18:08:49.857809,18:08:49.864953,7144
18:08:49.857809,18:08:49.865092,7283
18:08:49.857809,18:08:49.865108,7299
18:08:49.857809,18:08:49.865260,7451
18:08:49.857809,18:08:49.865310,7501
18:08:49.857809,18:08:49.865421,7612
18:08:49.857809,18:08:49.865488,7679
18:08:49.857809,18:08:49.865570,7761
18:08:49.857809,18:08:49.865716,7907
18:08:49.857809,18:08:49.865887,8078
18:08:49.857809,18:08:49.866033,8224
18:08:49.857809,18:08:49.866180,8371
18:08:49.857809,18:08:49.866324,8515
18:08:49.857809,18:08:49.866469,8660
18:08:49.857809,18:08:49.866615,8806
18:08:49.857809,18:08:49.866767,8958
18:08:49.857809,18:08:49.866914,9105
18:08:49.857809,18:08:49.867072,9263
18:08:49.857809,18:08:49.867231,9422
18:08:49.857809,18:08:49.867381,9572
18:08:49.857809,18:08:49.867537,9728
18:08:49.857809,18:08:49.867687,9878
18:08:49.857809,18:08:49.867832,10023
18:08:49.857809,18:08:49.867981,10172
18:08:49.857809,18:08:49.868164,10355
18:08:49.857809,18:08:49.868321,10512
18:08:49.857809,18:08:49.868475,10666
18:08:49.857809,18:08:49.868631,10822
18:08:49.857809,18:08:49.868782,10973
18:08:49.857809,18:08:49.868931,11122
18:08:49.857809,18:08:49.869085,11276
18:08:49.857809,18:08:49.869239,11430
18:08:49.857809,18:08:49.869389,11580
18:08:49.880388,18:08:49.885162,4774
18:08:49.880388,18:08:49.885162,4774
18:08:49.880388,18:08:49.885162,4774
18:08:49.880388,18:08:49.885228,4840
18:08:49.880388,18:08:49.885228,4840
18:08:49.880388,18:08:49.885230,4842
18:08:49.880388,18:08:49.885234,4846
18:08:49.880388,18:08:49.885381,4993
18:08:49.880388,18:08:49.885381,4993
18:08:49.880388,18:08:49.885401,5013
18:08:49.880388,18:08:49.885423,5035
18:08:49.880388,18:08:49.885423,5035
18:08:49.880388,18:08:49.885441,5053
18:08:49.880388,18:08:49.885441,5053
18:08:49.880388,18:08:49.885583,5195
18:08:49.880388,18:08:49.885583,5195
18:08:49.880388,18:08:49.885615,5227
18:08:49.880388,18:08:49.885615,5227
18:08:49.880388,18:08:49.885620,5232
18:08:49.880388,18:08:49.885648,5260
18:08:49.880388,18:08:49.885648,5260
18:08:49.880388,18:08:49.885769,5381
18:08:49.880388,18:08:49.885769,5381
18:08:49.880388,18:08:49.885802,5414
18:08:49.880388,18:08:49.885817,5429
18:08:49.880388,18:08:49.885831,5443
18:08:49.880388,18:08:49.885835,5447
18:08:49.880388,18:08:49.885838,5450
18:08:49.880388,18:08:49.885953,5565
18:08:49.880388,18:08:49.885953,5565
18:08:49.880388,18:08:49.886000,5612
18:08:49.880388,18:08:49.886000,5612
18:08:49.880388,18:08:49.886021,5633
18:08:49.880388,18:08:49.886029,5641
18:08:49.880388,18:08:49.886029,5641
18:08:49.880388,18:08:49.886149,5761
18:08:49.880388,18:08:49.886149,5761
18:08:49.880388,18:08:49.886200,5812
18:08:49.880388,18:08:49.886220,5832
18:08:49.880388,18:08:49.886231,5843
18:08:49.880388,18:08:49.886344,5956
18:08:49.880388,18:08:49.886370,5982
18:08:49.880388,18:08:49.886415,6027
18:08:49.880388,18:08:49.886429,6041
18:08:49.880388,18:08:49.886738,6350
18:08:49.880388,18:08:49.886995,6607
18:08:49.880388,18:08:49.887185,6797
18:08:49.880388,18:08:49.887633,7245
18:08:49.880388,18:08:49.887847,7459
18:08:49.880388,18:08:49.888053,7665
18:08:49.880388,18:08:49.888281,7893
18:08:49.880388,18:08:49.888483,8095
18:08:49.880388,18:08:49.888691,8303
18:08:49.880388,18:08:49.888891,8503
18:08:49.880388,18:08:49.889092,8704
18:08:49.880388,18:08:49.889289,8901
18:08:49.880388,18:08:49.889497,9109
18:08:49.880388,18:08:49.889710,9322
18:08:49.880388,18:08:49.889913,9525
18:08:49.880388,18:08:49.890109,9721
18:08:49.880388,18:08:49.890309,9921
18:08:49.880388,18:08:49.890524,10136
18:08:49.880388,18:08:49.890734,10346
18:08:49.880388,18:08:49.890734,10346
18:08:49.880388,18:08:49.890941,10553
18:08:49.880388,18:08:49.890941,10553
18:08:49.880388,18:08:49.891153,10765
18:08:49.880388,18:08:49.891365,10977
18:08:49.880388,18:08:49.891549,11161
18:08:49.880388,18:08:49.891570,11182
18:08:49.880388,18:08:49.891773,11385
18:08:49.880388,18:08:49.891784,11396
18:08:49.880388,18:08:49.891993,11605
18:08:49.880388,18:08:49.892225,11837
18:08:49.880388,18:08:49.892432,12044
18:08:49.880388,18:08:49.892632,12244
18:08:49.880388,18:08:49.892830,12442
18:08:49.880388,18:08:49.892830,12442
18:08:49.880388,18:08:49.893031,12643
18:08:49.880388,18:08:49.893031,12643
18:08:49.880388,18:08:49.893230,12842
18:08:49.880388,18:08:49.893230,12842
18:08:49.880388,18:08:49.893418,13030
18:08:49.880388,18:08:49.893418,13030
18:08:49.880388,18:08:49.893608,13220
18:08:49.880388,18:08:49.893807,13419
18:08:49.880388,18:08:49.894001,13613
18:08:49.880388,18:08:49.894196,13808
18:08:49.880388,18:08:49.894419,14031
18:08:49.880388,18:08:49.894614,14226
18:08:49.880388,18:08:49.894812,14424
18:08:49.880388,18:08:49.895010,14622
18:08:49.880388,18:08:49.895219,14831
18:08:49.880388,18:08:49.895265,14877
18:08:49.880388,18:08:49.895415,15027
18:08:49.880388,18:08:49.895441,15053
18:08:49.880388,18:08:49.895608,15220
18:08:49.880388,18:08:49.895608,15220
18:08:49.880388,18:08:49.895794,15406
18:08:49.880388,18:08:49.895794,15406
18:08:49.905491,18:08:49.910827,5336
18:08:49.905491,18:08:49.910833,5342
18:08:49.905491,18:08:49.910838,5347
18:08:49.905491,18:08:49.910843,5352
18:08:49.905491,18:08:49.910838,5347
18:08:49.905491,18:08:49.910861,5370
18:08:49.905491,18:08:49.910919,5428
18:08:49.905491,18:08:49.911011,5520
18:08:49.905491,18:08:49.911022,5531
18:08:49.905491,18:08:49.911026,5535
18:08:49.905491,18:08:49.911028,5537
18:08:49.905491,18:08:49.911028,5537
18:08:49.905491,18:08:49.911034,5543
18:08:49.905491,18:08:49.911162,5671
18:08:49.905491,18:08:49.911198,5707
18:08:49.905491,18:08:49.911203,5712
18:08:49.905491,18:08:49.911203,5712
18:08:49.905491,18:08:49.911203,5712
18:08:49.905491,18:08:49.911203,5712
18:08:49.905491,18:08:49.911334,5843
18:08:49.905491,18:08:49.911346,5855
18:08:49.905491,18:08:49.911373,5882
18:08:49.905491,18:08:49.911374,5883
18:08:49.905491,18:08:49.911393,5902
18:08:49.905491,18:08:49.911510,6019
18:08:49.905491,18:08:49.911526,6035
18:08:49.905491,18:08:49.911530,6039
18:08:49.905491,18:08:49.911547,6056
18:08:49.905491,18:08:49.911547,6056
18:08:49.905491,18:08:49.911616,6125
18:08:49.905491,18:08:49.911677,6186
18:08:49.905491,18:08:49.911677,6186
18:08:49.905491,18:08:49.911682,6191
18:08:49.905491,18:08:49.911689,6198
18:08:49.905491,18:08:49.911699,6208
18:08:49.905491,18:08:49.911715,6224
18:08:49.905491,18:08:49.911715,6224
18:08:49.905491,18:08:49.911793,6302
18:08:49.905491,18:08:49.911854,6363
18:08:49.905491,18:08:49.911864,6373
18:08:49.905491,18:08:49.911888,6397
18:08:49.905491,18:08:49.911894,6403
18:08:49.905491,18:08:49.911919,6428
18:08:49.905491,18:08:49.911998,6507
18:08:49.905491,18:08:49.911999,6508
18:08:49.905491,18:08:49.912049,6558
18:08:49.905491,18:08:49.912069,6578
18:08:49.905491,18:08:49.912069,6578
18:08:49.905491,18:08:49.912073,6582
18:08:49.905491,18:08:49.912226,6735
18:08:49.905491,18:08:49.912257,6766
18:08:49.905491,18:08:49.912262,6771
18:08:49.905491,18:08:49.912270,6779
18:08:49.905491,18:08:49.912391,6900
18:08:49.905491,18:08:49.912440,6949
18:08:49.905491,18:08:49.912558,7067
18:08:49.905491,18:08:49.912621,7130
18:08:49.905491,18:08:49.912723,7232
18:08:49.905491,18:08:49.912809,7318
18:08:49.905491,18:08:49.912887,7396
18:08:49.905491,18:08:49.912916,7425
18:08:49.905491,18:08:49.912999,7508
18:08:49.905491,18:08:49.913045,7554
18:08:49.905491,18:08:49.913124,7633
18:08:49.905491,18:08:49.913187,7696
18:08:49.905491,18:08:49.913191,7700
18:08:49.905491,18:08:49.913349,7858
18:08:49.905491,18:08:49.913358,7867
18:08:49.905491,18:08:49.913449,7958
18:08:49.905491,18:08:49.913511,8020
18:08:49.905491,18:08:49.913525,8034
18:08:49.905491,18:08:49.913674,8183
18:08:49.905491,18:08:49.913690,8199
18:08:49.905491,18:08:49.913880,8389
18:08:49.905491,18:08:49.914077,8586
18:08:49.905491,18:08:49.914287,8796
18:08:49.905491,18:08:49.914491,9000
18:08:49.905491,18:08:49.914689,9198
18:08:49.905491,18:08:49.914898,9407
18:08:49.905491,18:08:49.915110,9619
18:08:49.905491,18:08:49.915314,9823
18:08:49.905491,18:08:49.915742,10251
18:08:49.905491,18:08:49.915966,10475
18:08:49.905491,18:08:49.916197,10706
18:08:49.905491,18:08:49.916399,10908
18:08:49.905491,18:08:49.916614,11123
18:08:49.905491,18:08:49.916817,11326
18:08:49.905491,18:08:49.917015,11524
18:08:49.905491,18:08:49.917209,11718
18:08:49.905491,18:08:49.917408,11917
18:08:49.905491,18:08:49.917617,12126
18:08:49.905491,18:08:49.917817,12326
18:08:49.905491,18:08:49.918037,12546
18:08:49.905491,18:08:49.918238,12747
18:08:49.905491,18:08:49.918440,12949
18:08:49.905491,18:08:49.918636,13145
18:08:49.905491,18:08:49.918802,13311
18:08:49.905491,18:08:49.918970,13479
18:08:49.905491,18:08:49.919132,13641
18:08:49.905491,18:08:49.919291,13800
18:08:49.935767,18:08:49.938102,2335
18:08:49.935767,18:08:49.938102,2335
18:08:49.935767,18:08:49.938102,2335
18:08:49.935767,18:08:49.938107,2340
18:08:49.935767,18:08:49.938121,2354
18:08:49.935767,18:08:49.938128,2361
18:08:49.935767,18:08:49.938156,2389
18:08:49.935767,18:08:49.938277,2510
18:08:49.935767,18:08:49.938288,2521
18:08:49.935767,18:08:49.938288,2521
18:08:49.935767,18:08:49.938307,2540
18:08:49.935767,18:08:49.938316,2549
18:08:49.935767,18:08:49.938336,2569
18:08:49.935767,18:08:49.938341,2574
18:08:49.935767,18:08:49.938341,2574
18:08:49.935767,18:08:49.938489,2722
18:08:49.935767,18:08:49.938501,2734
18:08:49.935767,18:08:49.938501,2734
18:08:49.935767,18:08:49.938507,2740
18:08:49.935767,18:08:49.938516,2749
18:08:49.935767,18:08:49.938556,2789
18:08:49.935767,18:08:49.938556,2789
18:08:49.935767,18:08:49.938558,2791
18:08:49.935767,18:08:49.938679,2912
18:08:49.935767,18:08:49.938682,2915
18:08:49.935767,18:08:49.938682,2915
18:08:49.935767,18:08:49.938705,2938
18:08:49.935767,18:08:49.938705,2938
18:08:49.935767,18:08:49.938769,3002
18:08:49.935767,18:08:49.938774,3007
18:08:49.935767,18:08:49.938783,3016
18:08:49.935767,18:08:49.938883,3116
18:08:49.935767,18:08:49.938883,3116
18:08:49.935767,18:08:49.938885,3118
18:08:49.935767,18:08:49.938909,3142
18:08:49.935767,18:08:49.938909,3142
18:08:49.935767,18:08:49.938934,3167
18:08:49.935767,18:08:49.938935,3168
18:08:49.935767,18:08:49.938935,3168
18:08:49.935767,18:08:49.939083,3316
18:08:49.935767,18:08:49.939083,3316
18:08:49.935767,18:08:49.939085,3318
18:08:49.935767,18:08:49.939099,3332
18:08:49.935767,18:08:49.939099,3332
18:08:49.935767,18:08:49.939111,3344
18:08:49.935767,18:08:49.939143,3376
18:08:49.935767,18:08:49.939285,3518
18:08:49.935767,18:08:49.939288,3521
18:08:49.935767,18:08:49.939293,3526
18:08:49.935767,18:08:49.939293,3526
18:08:49.935767,18:08:49.939294,3527
18:08:49.935767,18:08:49.939482,3715
18:08:49.935767,18:08:49.939493,3726
18:08:49.935767,18:08:49.939496,3729
18:08:49.935767,18:08:49.939508,3741
18:08:49.935767,18:08:49.939660,3893
18:08:49.935767,18:08:49.939669,3902
18:08:49.935767,18:08:49.939726,3959
18:08:49.935767,18:08:49.939854,4087
18:08:49.935767,18:08:49.939854,4087
18:08:49.935767,18:08:49.940044,4277
18:08:49.935767,18:08:49.940044,4277
18:08:49.935767,18:08:49.940261,4494
18:08:49.935767,18:08:49.940262,4495
18:08:49.935767,18:08:49.940455,4688
18:08:49.935767,18:08:49.940460,4693
18:08:49.935767,18:08:49.940648,4881
18:08:49.935767,18:08:49.940648,4881
18:08:49.935767,18:08:49.940835,5068
18:08:49.935767,18:08:49.940835,5068
18:08:49.935767,18:08:49.941026,5259
18:08:49.935767,18:08:49.941026,5259
18:08:49.935767,18:08:49.941213,5446
18:08:49.935767,18:08:49.941213,5446
18:08:49.935767,18:08:49.941414,5647
18:08:49.935767,18:08:49.941414,5647
18:08:49.935767,18:08:49.941613,5846
18:08:49.935767,18:08:49.941613,5846
18:08:49.935767,18:08:49.941819,6052
18:08:49.935767,18:08:49.941819,6052
18:08:49.935767,18:08:49.942028,6261
18:08:49.935767,18:08:49.942028,6261
18:08:49.935767,18:08:49.942231,6464
18:08:49.935767,18:08:49.942230,6463
18:08:49.935767,18:08:49.942427,6660
18:08:49.935767,18:08:49.942427,6660
18:08:49.935767,18:08:49.942629,6862
18:08:49.935767,18:08:49.942629,6862
18:08:49.935767,18:08:49.942837,7070
18:08:49.935767,18:08:49.942837,7070
18:08:49.935767,18:08:49.943042,7275
18:08:49.935767,18:08:49.943259,7492
18:08:49.935767,18:08:49.943472,7705
18:08:49.935767,18:08:49.943695,7928
18:08:49.935767,18:08:49.943913,8146
18:08:49.935767,18:08:49.944143,8376
18:08:49.935767,18:08:49.944351,8584
18:08:49.935767,18:08:49.944740,8973
18:08:49.935767,18:08:49.944943,9176
18:08:49.935767,18:08:49.944943,9176
18:08:49.961250,18:08:49.964939,3689
18:08:49.961250,18:08:49.964939,3689
18:08:49.961250,18:08:49.964939,3689
18:08:49.961250,18:08:49.964939,3689
18:08:49.961250,18:08:49.964939,3689
18:08:49.961250,18:08:49.964966,3716
18:08:49.961250,18:08:49.964966,3716
18:08:49.961250,18:08:49.965050,3800
18:08:49.961250,18:08:49.965140,3890
18:08:49.961250,18:08:49.965148,3898
18:08:49.961250,18:08:49.965156,3906
18:08:49.961250,18:08:49.965155,3905
18:08:49.961250,18:08:49.965155,3905
18:08:49.961250,18:08:49.965167,3917
18:08:49.961250,18:08:49.965159,3909
18:08:49.961250,18:08:49.965259,4009
18:08:49.961250,18:08:49.965347,4097
18:08:49.961250,18:08:49.965347,4097
18:08:49.961250,18:08:49.965350,4100
18:08:49.961250,18:08:49.965355,4105
18:08:49.961250,18:08:49.965361,4111
18:08:49.961250,18:08:49.965361,4111
18:08:49.961250,18:08:49.965362,4112
18:08:49.961250,18:08:49.965449,4199
18:08:49.961250,18:08:49.965535,4285
18:08:49.961250,18:08:49.965535,4285
18:08:49.961250,18:08:49.965547,4297
18:08:49.961250,18:08:49.965553,4303
18:08:49.961250,18:08:49.965556,4306
18:08:49.961250,18:08:49.965565,4315
18:08:49.961250,18:08:49.965568,4318
18:08:49.961250,18:08:49.965640,4390
18:08:49.961250,18:08:49.965727,4477
18:08:49.961250,18:08:49.965730,4480
18:08:49.961250,18:08:49.965730,4480
18:08:49.961250,18:08:49.965731,4481
18:08:49.961250,18:08:49.965748,4498
18:08:49.961250,18:08:49.965748,4498
18:08:49.961250,18:08:49.965757,4507
18:08:49.961250,18:08:49.965822,4572
18:08:49.961250,18:08:49.965923,4673
18:08:49.961250,18:08:49.965923,4673
18:08:49.961250,18:08:49.965926,4676
18:08:49.961250,18:08:49.965926,4676
18:08:49.961250,18:08:49.965940,4690
18:08:49.961250,18:08:49.965940,4690
18:08:49.961250,18:08:49.965942,4692
18:08:49.961250,18:08:49.965988,4738
18:08:49.961250,18:08:49.966110,4860
18:08:49.961250,18:08:49.966110,4860
18:08:49.961250,18:08:49.966122,4872
18:08:49.961250,18:08:49.966127,4877
18:08:49.961250,18:08:49.966127,4877
18:08:49.961250,18:08:49.966304,5054
18:08:49.961250,18:08:49.966307,5057
18:08:49.961250,18:08:49.966325,5075
18:08:49.961250,18:08:49.966327,5077
18:08:49.961250,18:08:49.966490,5240
18:08:49.961250,18:08:49.966490,5240
18:08:49.961250,18:08:49.966677,5427
18:08:49.961250,18:08:49.966677,5427
18:08:49.961250,18:08:49.966860,5610
18:08:49.961250,18:08:49.966860,5610
18:08:49.961250,18:08:49.967048,5798
18:08:49.961250,18:08:49.967048,5798
